"","qseqid","taxon"
"649","ASV_0427","Sebastes ciliatus_variabilis"
"650","ASV_0431","Sebastes ciliatus_variabilis"
"651","ASV_0440","Sebastes emphaeus_variegatus_wilsoni"
"652","ASV_0468","Sebastes emphaeus_variegatus_wilsoni"
"653","ASV_0481","Sebastes ciliatus_variabilis"
"654","ASV_0495","Sebastes ciliatus_variabilis"
"655","ASV_0508","Sebastes ciliatus_variabilis"
"656","ASV_0527","Sebastes emphaeus_variegatus_wilsoni"
"657","ASV_0530","Sebastes ciliatus_variabilis"
"658","ASV_0538","Sebastes ciliatus_variabilis"
"659","ASV_0544","Sebastes ciliatus_variabilis"
"660","ASV_0567","Sebastes ciliatus_variabilis"
"661","ASV_0589","Sebastes ciliatus_variabilis"
"662","ASV_0621","Sebastes ciliatus_variabilis"
"663","ASV_0628","Sebastes emphaeus_variegatus_wilsoni"
"664","ASV_0638","Sebastes emphaeus_variegatus_wilsoni"
"665","ASV_0643","Sebastes emphaeus_variegatus_wilsoni"
"666","ASV_0652","Sebastes ciliatus_variabilis"
"667","ASV_0731","Sebastes ciliatus_variabilis"
"668","ASV_0754","Sebastes ciliatus_variabilis"
"669","ASV_0792","Sebastes emphaeus_variegatus_wilsoni"
"670","ASV_0814","Sebastes ciliatus_variabilis"
"671","ASV_0840","Sebastes ciliatus_variabilis"
"672","ASV_0855","Sebastes ciliatus_variabilis"
"673","ASV_0884","Sebastes ciliatus_variabilis"
"674","ASV_0901","Sebastes ciliatus_variabilis"
"675","ASV_0931","Sebastes ciliatus_variabilis"
